YEAR,protected_status,richness,simpson,shannon
1999,0,14,3.9379355811259287,5.2600110900839026
2000,0,14,4.740540908147781,5.617425816289884
2001,0,14,4.784514710236952,6.046723753816197
2002,0,14,5.025848275134247,6.426709532473756
2003,0,14,4.216942397946707,5.439427704009176
2004,0,14,2.9808681807371347,4.4045972366864605
2005,0,14,5.005212249665341,6.037565423857317
2006,0,14,4.68939360739196,5.756171779927502
2007,0,14,5.129754971423985,6.409637179908355
2008,0,14,4.149343345410925,5.480804049237867
2009,0,14,3.826565868403238,4.963977797315599
2010,0,14,4.2041699358182845,5.470054003532603
2011,0,14,4.64871385869687,5.832465985522136
2012,0,14,4.635125436007387,5.9309072886459004
2014,0,14,4.975274056793038,6.238315614545567
2016,0,14,4.079385682065319,5.100272242328298
1999,1,13,4.64695374486862,5.48639710841792
2000,1,14,5.172455259113469,6.2546053829598405
2001,1,14,4.0063513984180155,5.303567462684736
2002,1,14,6.615118709109852,7.9790748781245755
2003,1,14,5.617504912925199,6.59672139503296
2004,1,14,4.69720023759776,6.107457727738974
2005,1,14,4.777392870682046,6.2476346747839004
2006,1,14,3.3718178512915826,5.097153451412067
2007,1,14,5.109648915961375,6.552618569369465
2008,1,14,5.074064607510769,6.32756794965684
2009,1,14,4.833184496864974,5.973223241999127
2010,1,13,4.671179025661615,6.186957631198655
2011,1,14,5.453814436420882,6.893807507373994
2012,1,14,4.482207187744909,5.741711739874226
2014,1,14,5.289964615366742,6.5857526135164886
2016,1,14,5.846450909116075,6.7703039959076
1999,all,14,3.9895753958497915,5.291644184170037
2000,all,14,4.909954099459374,5.767505155039261
2001,all,14,4.773809038466025,6.0422279721248895
2002,all,14,5.150522555614657,6.55723880225212
2003,all,14,4.331967049226428,5.57148371670831
2004,all,14,3.044929119021874,4.501123189821087
2005,all,14,5.105475175314255,6.156617362614897
2006,all,14,4.659972162654617,5.767736046719306
2007,all,14,5.146239198273574,6.4360161808202
2008,all,14,4.210854498547934,5.548099055815463
2009,all,14,3.8686202409490926,5.0136405190019895
2010,all,14,4.27158303293268,5.547760983558288
2011,all,14,4.691700959297522,5.902623799395376
2012,all,14,4.642470395507416,5.935765088543554
2014,all,14,5.021867159898929,6.30105508407239
2016,all,14,4.1658793208397205,5.209980450002584
